지역,기준일,전일대비 확진자수, 격리 해제수
전남,2020-05-12,0,12
전북,2020-05-12,0,14
충남,2020-05-12,0,136
충북,2020-05-12,0,42
강원,2020-05-12,0,41
경기,2020-05-12,8,559
세종,2020-05-12,0,45
울산,2020-05-12,0,40
대전,2020-05-12,2,38
광주,2020-05-12,0,30
인천,2020-05-12,1,82
대구,2020-05-12,1,6331
부산,2020-05-12,0,125
서울,2020-05-12,12,554
검역,2020-05-11,3,260
제주,2020-05-11,0,13
경남,2020-05-11,0,110
경북,2020-05-11,0,1228
전남,2020-05-11,0,12
전북,2020-05-11,0,14
충남,2020-05-11,0,134
충북,2020-05-11,3,42
강원,2020-05-11,1,41
경기,2020-05-11,4,557
세종,2020-05-11,1,45
울산,2020-05-11,0,38
대전,2020-05-11,0,38
광주,2020-05-11,0,30
인천,2020-05-11,3,82
대구,2020-05-11,0,6318
부산,2020-05-11,0,125
서울,2020-05-11,20,545
검역,2020-05-10,6,256
제주,2020-05-10,1,13
경남,2020-05-10,0,108
경북,2020-05-10,0,1220
전남,2020-05-10,0,12
전북,2020-05-10,0,14
충남,2020-05-10,0,433
충북,2020-05-10,2,42
강원,2020-05-10,0,41
경기,2020-05-10,6,556
세종,2020-05-10,0,45
울산,2020-05-10,0,38
대전,2020-05-10,0,38
광주,2020-05-10,0,30
인천,2020-05-10,3,80
대구,2020-05-10,2,6318
부산,2020-05-10,0,125
서울,2020-05-10,14,541
검역,2020-05-09,0,249
제주,2020-05-09,0,13
경남,2020-05-09,0,107
경북,2020-05-09,0,1215
전남,2020-05-09,0,12
전북,2020-05-09,0,14
충남,2020-05-09,0,133
충북,2020-05-09,0,41
강원,2020-05-09,0,41
경기,2020-05-09,4,548
세종,2020-05-09,0,45
울산,2020-05-09,0,38
대전,2020-05-09,0,38
광주,2020-05-09,0,29
인천,2020-05-09,1,78
대구,2020-05-09,0,6306
부산,2020-05-09,1,125
서울,2020-05-09,12,536
검역,2020-05-08,3,242
제주,2020-05-08,0,12
경남,2020-05-08,0,105
경북,2020-05-08,0,1206
전남,2020-05-08,0,12
전북,2020-05-08,1,14
충남,2020-05-08,0,130
충북,2020-05-08,1,41
강원,2020-05-08,0,41
경기,2020-05-08,2,538
세종,2020-05-08,0,45
울산,2020-05-08,0,37
대전,2020-05-08,0,38
광주,2020-05-08,0,28
인천,2020-05-08,0,75
대구,2020-05-08,3,6277
부산,2020-05-08,2,123
서울,2020-05-08,0,520
검역,2020-05-07,1,231
제주,2020-05-07,0,12
경남,2020-05-07,0,105
경북,2020-05-07,0,1198
전남,2020-05-07,0,12
전북,2020-05-07,0,14
충남,2020-05-07,0,128
충북,2020-05-07,1,42
강원,2020-05-07,0,42
경기,2020-05-07,1,538
세종,2020-05-07,0,45
울산,2020-05-07,0,37
대전,2020-05-07,1,38
광주,2020-05-07,0,28
인천,2020-05-07,0,72
대구,2020-05-07,0,6249
부산,2020-05-07,0,120
서울,2020-05-07,0,508
검역,2020-05-06,2,216
제주,2020-05-06,0,12
경남,2020-05-06,0,104
경북,2020-05-06,0,1190
전남,2020-05-06,0,12
전북,2020-05-06,0,12
충남,2020-05-06,0,128
충북,2020-05-06,0,42
강원,2020-05-06,0,42
경기,2020-05-06,0,525
세종,2020-05-06,0,45
울산,2020-05-06,0,37
대전,2020-05-06,0,38
광주,2020-05-06,0,28
인천,2020-05-06,0,72
대구,2020-05-06,0,6217
부산,2020-05-06,0,119
서울,2020-05-06,0,494
검역,2020-05-05,2,210
제주,2020-05-05,0,8
경남,2020-05-05,0,102
경북,2020-05-05,0,1186
전남,2020-05-05,0,12
전북,2020-05-05,0,12
충남,2020-05-05,0,128
충북,2020-05-05,0,42
강원,2020-05-05,0,42
경기,2020-05-05,0,518
세종,2020-05-05,0,45
울산,2020-05-05,0,38
대전,2020-05-05,0,36
광주,2020-05-05,0,28
인천,2020-05-05,1,71
대구,2020-05-05,0,6199
부산,2020-05-05,0,117
서울,2020-05-05,0,489
검역,2020-05-04,4,192
제주,2020-05-04,0,8
경남,2020-05-04,0,101
경북,2020-05-04,0,1173
전남,2020-05-04,1,12
전북,2020-05-04,0,12
충남,2020-05-04,0,128
충북,2020-05-04,0,42
강원,2020-05-04,0,42
경기,2020-05-04,1,515
세종,2020-05-04,0,44
울산,2020-05-04,1,37
대전,2020-05-04,0,36
광주,2020-05-04,0,28
인천,2020-05-04,1,72
대구,2020-05-04,0,6177
부산,2020-05-04,0,117
서울,2020-05-04,0,481
검역,2020-05-03,5,191
제주,2020-05-03,0,8
경남,2020-05-03,0,100
경북,2020-05-03,0,1165
전남,2020-05-03,0,12
전북,2020-05-03,0,12
충남,2020-05-03,0,128
충북,2020-05-03,0,42
강원,2020-05-03,0,43
경기,2020-05-03,2,510
세종,2020-05-03,0,42
울산,2020-05-03,0,37
대전,2020-05-03,0,36
광주,2020-05-03,0,28
인천,2020-05-03,0,72
대구,2020-05-03,4,6167
부산,2020-05-03,0,117
서울,2020-05-03,2,473
검역,2020-05-02,3,182
제주,2020-05-02,0,8
경남,2020-05-02,0,99
경북,2020-05-02,0,1154
전남,2020-05-02,0,12
전북,2020-05-02,0,12
충남,2020-05-02,0,128
충북,2020-05-02,0,41
강원,2020-05-02,0,42
경기,2020-05-02,0,498
세종,2020-05-02,0,41
울산,2020-05-02,0,37
대전,2020-05-02,0,36
광주,2020-05-02,0,28
인천,2020-05-02,1,70
대구,2020-05-02,0,6155
부산,2020-05-02,1,117
서울,2020-05-02,1,463
검역,2020-05-01,4,174
제주,2020-05-01,0,8
경남,2020-05-01,0,98
경북,2020-05-01,1,1149
전남,2020-05-01,0,12
전북,2020-05-01,0,12
충남,2020-05-01,0,128
충북,2020-05-01,0,41
강원,2020-05-01,0,40
경기,2020-05-01,2,488
세종,2020-05-01,0,39
울산,2020-05-01,0,37
대전,2020-05-01,0,35
광주,2020-05-01,0,27
인천,2020-05-01,1,69
대구,2020-05-01,0,6144
부산,2020-05-01,0,116
서울,2020-05-01,1,455
검역,2020-04-30,4,173
제주,2020-04-30,0,8
경남,2020-04-30,0,97
경북,2020-04-30,0,1147
전남,2020-04-30,0,11
전북,2020-04-30,0,11
충남,2020-04-30,0,127
충북,2020-04-30,0,41
강원,2020-04-30,0,40
경기,2020-04-30,0,486
세종,2020-04-30,0,38
울산,2020-04-30,0,37
대전,2020-04-30,0,35
광주,2020-04-30,0,27
인천,2020-04-30,0,68
대구,2020-04-30,0,6144
부산,2020-04-30,0,116
서울,2020-04-30,0,453
검역,2020-04-29,3,155
제주,2020-04-29,0,8
경남,2020-04-29,0,97
경북,2020-04-29,0,1133
전남,2020-04-29,0,10
전북,2020-04-29,0,10
충남,2020-04-29,1,123
충북,2020-04-29,0,40
강원,2020-04-29,0,37
경기,2020-04-29,2,481
세종,2020-04-29,0,36
울산,2020-04-29,0,37
대전,2020-04-29,0,35
광주,2020-04-29,0,26
인천,2020-04-29,0,66
대구,2020-04-29,3,6075
부산,2020-04-29,0,116
서울,2020-04-29,0,437
검역,2020-04-28,3,143
제주,2020-04-28,0,7
경남,2020-04-28,0,97
경북,2020-04-28,1,1119
전남,2020-04-28,0,10
전북,2020-04-28,0,10
충남,2020-04-28,0,123
충북,2020-04-28,0,40
강원,2020-04-28,0,37
경기,2020-04-28,3,475
세종,2020-04-28,0,35
울산,2020-04-28,0,36
대전,2020-04-28,0,35
광주,2020-04-28,0,25
인천,2020-04-28,1,63
대구,2020-04-28,2,6056
부산,2020-04-28,0,116
서울,2020-04-28,4,427
검역,2020-04-27,5,123
제주,2020-04-27,0,8
경남,2020-04-27,0,94
경북,2020-04-27,0,1114
전남,2020-04-27,0,9
전북,2020-04-27,0,10
충남,2020-04-27,1,123
충북,2020-04-27,0,40
강원,2020-04-27,0,35
경기,2020-04-27,3,470
세종,2020-04-27,0,35
울산,2020-04-27,0,36
대전,2020-04-27,0,34
광주,2020-04-27,0,25
인천,2020-04-27,0,58
대구,2020-04-27,1,6040
부산,2020-04-27,0,117
서울,2020-04-27,0,393
검역,2020-04-26,1,120
제주,2020-04-26,0,7
경남,2020-04-26,0,93
경북,2020-04-26,0,1109
전남,2020-04-26,0,9
전북,2020-04-26,1,10
충남,2020-04-26,0,123
충북,2020-04-26,0,40
강원,2020-04-26,0,34
경기,2020-04-26,6,463
세종,2020-04-26,0,35
울산,2020-04-26,0,36
대전,2020-04-26,0,34
광주,2020-04-26,0,25
인천,2020-04-26,0,57
대구,2020-04-26,1,6018
부산,2020-04-26,1,116
서울,2020-04-26,0,388
검역,2020-04-25,4,115
제주,2020-04-25,0,8
경남,2020-04-25,0,91
경북,2020-04-25,0,1104
전남,2020-04-25,0,8
전북,2020-04-25,0,10
충남,2020-04-25,0,123
충북,2020-04-25,0,40
강원,2020-04-25,0,32
경기,2020-04-25,2,448
세종,2020-04-25,0,35
울산,2020-04-25,0,36
대전,2020-04-25,0,32
광주,2020-04-25,0,25
인천,2020-04-25,0,55
대구,2020-04-25,3,5974
부산,2020-04-25,0,116
서울,2020-04-25,1,383
검역,2020-04-24,1,64
제주,2020-04-24,0,8
경남,2020-04-24,0,91
경북,2020-04-24,1,1097
전남,2020-04-24,0,8
전북,2020-04-24,0,11
충남,2020-04-24,0,123
충북,2020-04-24,0,40
강원,2020-04-24,0,31
경기,2020-04-24,1,441
세종,2020-04-24,0,34
울산,2020-04-24,0,36
대전,2020-04-24,0,30
광주,2020-04-24,0,24
인천,2020-04-24,0,54
대구,2020-04-24,2,5931
부산,2020-04-24,1,116
서울,2020-04-24,0,362
검역,2020-04-23,2,61
제주,2020-04-23,0,8
경남,2020-04-23,0,89
경북,2020-04-23,0,1091
전남,2020-04-23,0,8
전북,2020-04-23,0,9
충남,2020-04-23,0,123
충북,2020-04-23,0,40
강원,2020-04-23,0,31
경기,2020-04-23,1,424
세종,2020-04-23,0,34
울산,2020-04-23,0,36
대전,2020-04-23,0,29
광주,2020-04-23,0,24
인천,2020-04-23,0,56
대구,2020-04-23,4,5890
부산,2020-04-23,1,116
서울,2020-04-23,0,342
검역,2020-04-22,2,50
제주,2020-04-22,0,8
경남,2020-04-22,1,89
경북,2020-04-22,2,1079
전남,2020-04-22,0,8
전북,2020-04-22,0,9
충남,2020-04-22,0,122
충북,2020-04-22,0,39
강원,2020-04-22,0,31
경기,2020-04-22,0,404
세종,2020-04-22,0,33
울산,2020-04-22,0,35
대전,2020-04-22,1,27
광주,2020-04-22,0,22
인천,2020-04-22,0,57
대구,2020-04-22,1,5827
부산,2020-04-22,2,115
서울,2020-04-22,2,322
검역,2020-04-21,3,49
제주,2020-04-21,0,6
경남,2020-04-21,0,88
경북,2020-04-21,0,1072
전남,2020-04-21,0,8
전북,2020-04-21,0,9
충남,2020-04-21,0,123
충북,2020-04-21,0,39
강원,2020-04-21,0,30
경기,2020-04-21,2,398
세종,2020-04-21,0,29
울산,2020-04-21,0,35
대전,2020-04-21,0,26
광주,2020-04-21,0,22
인천,2020-04-21,0,56
대구,2020-04-21,2,5793
부산,2020-04-21,0,115
서울,2020-04-21,2,315
검역,2020-04-20,4,10
제주,2020-04-20,0,6
경남,2020-04-20,0,87
경북,2020-04-20,2,1064
전남,2020-04-20,0,8
전북,2020-04-20,0,9
충남,2020-04-20,0,122
충북,2020-04-20,0,38
강원,2020-04-20,0,28
경기,2020-04-20,2,387
세종,2020-04-20,0,29
울산,2020-04-20,1,34
대전,2020-04-20,0,26
광주,2020-04-20,0,22
인천,2020-04-20,1,56
대구,2020-04-20,1,5769
부산,2020-04-20,2,115
서울,2020-04-20,0,304
검역,2020-04-19,2,8
제주,2020-04-19,0,6
경남,2020-04-19,0,85
경북,2020-04-19,1,1057
전남,2020-04-19,0,8
전북,2020-04-19,0,9
충남,2020-04-19,0,122
충북,2020-04-19,0,38
강원,2020-04-19,0,28
경기,2020-04-19,0,370
세종,2020-04-19,0,29
울산,2020-04-19,0,34
대전,2020-04-19,0,25
광주,2020-04-19,0,22
인천,2020-04-19,1,55
대구,2020-04-19,2,5743
부산,2020-04-19,0,115
서울,2020-04-19,2,288
검역,2020-04-18,4,7
제주,2020-04-18,0,6
경남,2020-04-18,1,84
경북,2020-04-18,2,1046
전남,2020-04-18,0,7
전북,2020-04-18,0,9
충남,2020-04-18,2,119
충북,2020-04-18,0,38
강원,2020-04-18,1,28
경기,2020-04-18,4,361
세종,2020-04-18,0,25
울산,2020-04-18,0,34
대전,2020-04-18,-1,25
광주,2020-04-18,0,22
인천,2020-04-18,1,55
대구,2020-04-18,3,5685
부산,2020-04-18,0,112
서울,2020-04-18,1,274
검역,2020-04-17,11,5
제주,2020-04-17,0,5
경남,2020-04-17,0,84
경북,2020-04-17,4,1037
전남,2020-04-17,0,7
전북,2020-04-17,0,9
충남,2020-04-17,0,115
충북,2020-04-17,0,37
강원,2020-04-17,0,28
경기,2020-04-17,1,340
세종,2020-04-17,0,24
울산,2020-04-17,0,34
대전,2020-04-17,1,25
광주,2020-04-17,2,22
인천,2020-04-17,1,51
대구,2020-04-17,0,5626
부산,2020-04-17,0,112
서울,2020-04-17,2,268
검역,2020-04-16,4,4
제주,2020-04-16,0,5
경남,2020-04-16,0,82
경북,2020-04-16,4,1044
전남,2020-04-16,0,7
전북,2020-04-16,0,9
충남,2020-04-16,0,115
충북,2020-04-16,0,34
강원,2020-04-16,1,27
경기,2020-04-16,4,330
세종,2020-04-16,0,21
울산,2020-04-16,0,34
대전,2020-04-16,0,25
광주,2020-04-16,0,22
인천,2020-04-16,0,51
대구,2020-04-16,4,5586
부산,2020-04-16,3,111
서울,2020-04-16,2,250
검역,2020-04-15,4,4
제주,2020-04-15,1,5
경남,2020-04-15,0,84
경북,2020-04-15,6,1035
전남,2020-04-15,0,7
전북,2020-04-15,0,8
충남,2020-04-15,0,114
충북,2020-04-15,0,31
강원,2020-04-15,2,27
경기,2020-04-15,6,322
세종,2020-04-15,0,21
울산,2020-04-15,0,33
대전,2020-04-15,0,24
광주,2020-04-15,1,21
인천,2020-04-15,0,48
대구,2020-04-15,1,5486
부산,2020-04-15,1,107
서울,2020-04-15,5,239
검역,2020-04-14,7,4
제주,2020-04-14,0,5
경남,2020-04-14,0,84
경북,2020-04-14,5,1029
전남,2020-04-14,0,6
전북,2020-04-14,0,8
충남,2020-04-14,0,113
충북,2020-04-14,0,31
강원,2020-04-14,0,29
경기,2020-04-14,8,313
세종,2020-04-14,0,21
울산,2020-04-14,1,33
대전,2020-04-14,0,24
광주,2020-04-14,0,21
인천,2020-04-14,1,42
대구,2020-04-14,3,5440
부산,2020-04-14,0,103
서울,2020-04-14,2,228
검역,2020-04-13,6,3
제주,2020-04-13,0,5
경남,2020-04-13,0,84
경북,2020-04-13,4,1020
전남,2020-04-13,0,6
전북,2020-04-13,0,8
충남,2020-04-13,0,109
충북,2020-04-13,0,31
강원,2020-04-13,0,28
경기,2020-04-13,3,305
세종,2020-04-13,0,22
울산,2020-04-13,0,33
대전,2020-04-13,0,23
광주,2020-04-13,0,19
인천,2020-04-13,1,39
대구,2020-04-13,3,5395
부산,2020-04-13,0,103
서울,2020-04-13,8,214
검역,2020-04-12,18,3
제주,2020-04-12,0,4
경남,2020-04-12,0,84
경북,2020-04-12,3,1013
전남,2020-04-12,0,5
전북,2020-04-12,0,8
충남,2020-04-12,1,108
충북,2020-04-12,0,29
강원,2020-04-12,0,27
경기,2020-04-12,4,292
세종,2020-04-12,0,22
울산,2020-04-12,0,32
대전,2020-04-12,0,23
광주,2020-04-12,0,19
인천,2020-04-12,1,38
대구,2020-04-12,2,5356
부산,2020-04-12,0,103
서울,2020-04-12,3,202
검역,2020-04-11,6,3
제주,2020-04-11,0,4
경남,2020-04-11,0,83
경북,2020-04-11,3,1004
전남,2020-04-11,0,5
전북,2020-04-11,0,8
충남,2020-04-11,0,106
충북,2020-04-11,0,28
강원,2020-04-11,0,26
경기,2020-04-11,9,286
세종,2020-04-11,0,20
울산,2020-04-11,1,30
대전,2020-04-11,0,22
광주,2020-04-11,0,17
인천,2020-04-11,0,35
대구,2020-04-11,7,5271
부산,2020-04-11,0,100
서울,2020-04-11,4,195
검역,2020-04-10,4,3
제주,2020-04-10,0,4
경남,2020-04-10,0,82
경북,2020-04-10,7,994
전남,2020-04-10,0,4
전북,2020-04-10,0,8
충남,2020-04-10,0,105
충북,2020-04-10,0,28
강원,2020-04-10,0,26
경기,2020-04-10,9,269
세종,2020-04-10,0,20
울산,2020-04-10,0,28
대전,2020-04-10,0,21
광주,2020-04-10,0,15
인천,2020-04-10,1,34
대구,2020-04-10,0,5193
부산,2020-04-10,1,98
서울,2020-04-10,5,185
검역,2020-04-08,10,3
제주,2020-04-08,0,4
경남,2020-04-08,2,82
경북,2020-04-08,0,968
전남,2020-04-08,0,4
전북,2020-04-08,0,7
충남,2020-04-08,1,105
충북,2020-04-08,0,30
강원,2020-04-08,0,24
경기,2020-04-08,10,259
세종,2020-04-08,0,16
울산,2020-04-08,0,28
대전,2020-04-08,0,20
광주,2020-04-08,0,15
인천,2020-04-08,0,31
대구,2020-04-08,4,5106
부산,2020-04-08,0,97
서울,2020-04-08,12,174
검역,2020-04-08,14,3
제주,2020-04-08,0,4
경남,2020-04-08,1,80
경북,2020-04-08,3,954
전남,2020-04-08,0,4
전북,2020-04-08,1,7
충남,2020-04-08,0,106
충북,2020-04-08,0,29
강원,2020-04-08,2,24
경기,2020-04-08,6,237
세종,2020-04-08,0,14
울산,2020-04-08,0,28
대전,2020-04-08,0,20
광주,2020-04-08,0,15
인천,2020-04-08,4,27
대구,2020-04-08,9,4961
부산,2020-04-08,2,94
서울,2020-04-08,11,169
검역,2020-04-07,14,2
제주,2020-04-07,0,4
경남,2020-04-07,1,80
경북,2020-04-07,1,934
전남,2020-04-07,0,4
전북,2020-04-07,0,7
충남,2020-04-07,1,104
충북,2020-04-07,0,29
강원,2020-04-07,2,24
경기,2020-04-07,10,226
세종,2020-04-07,0,17
울산,2020-04-07,0,28
대전,2020-04-07,0,20
광주,2020-04-07,0,15
인천,2020-04-07,0,27
대구,2020-04-07,13,4918
부산,2020-04-07,1,91
서울,2020-04-07,4,164
검역,2020-04-06,7,2
제주,2020-04-06,0,4
경남,2020-04-06,2,80
경북,2020-04-06,2,922
전남,2020-04-06,0,4
전북,2020-04-06,0,7
충남,2020-04-06,1,102
충북,2020-04-06,0,29
강원,2020-04-06,0,23
경기,2020-04-06,8,213
세종,2020-04-06,0,17
울산,2020-04-06,0,27
대전,2020-04-06,2,19
광주,2020-04-06,0,15
인천,2020-04-06,1,27
대구,2020-04-06,13,4865
부산,2020-04-06,0,91
서울,2020-04-06,11,151
검역,2020-04-05,24,2
제주,2020-04-05,3,4
경남,2020-04-05,1,77
경북,2020-04-05,4,899
전남,2020-04-05,0,4
전북,2020-04-05,1,7
충남,2020-04-05,0,102
충북,2020-04-05,0,28
강원,2020-04-05,3,24
경기,2020-04-05,10,208
세종,2020-04-05,0,15
울산,2020-04-05,0,27
대전,2020-04-05,1,18
광주,2020-04-05,1,15
인천,2020-04-05,2,25
대구,2020-04-05,7,4773
부산,2020-04-05,0,90
서울,2020-04-05,24,145
검역,2020-04-04,15,1
제주,2020-04-04,0,4
경남,2020-04-04,1,75
경북,2020-04-04,1,881
전남,2020-04-04,0,4
전북,2020-04-04,0,7
충남,2020-04-04,1,102
충북,2020-04-04,0,27
강원,2020-04-04,1,23
경기,2020-04-04,23,200
세종,2020-04-04,0,15
울산,2020-04-04,0,24
대전,2020-04-04,0,18
광주,2020-04-04,0,15
인천,2020-04-04,3,22
대구,2020-04-04,27,4673
부산,2020-04-04,0,90
서울,2020-04-04,22,144
검역,2020-04-03,22,1
제주,2020-04-03,0,3
경남,2020-04-03,1,71
경북,2020-04-03,5,865
전남,2020-04-03,1,3
전북,2020-04-03,1,7
충남,2020-04-03,1,97
충북,2020-04-03,1,25
강원,2020-04-03,2,23
경기,2020-04-03,23,186
세종,2020-04-03,0,12
울산,2020-04-03,0,21
대전,2020-04-03,0,18
광주,2020-04-03,1,15
인천,2020-04-03,1,21
대구,2020-04-03,9,4434
부산,2020-04-03,0,88
서울,2020-04-03,18,131
검역,2020-04-02,18,1
제주,2020-04-02,0,3
경남,2020-04-02,6,70
경북,2020-04-02,2,840
전남,2020-04-02,2,3
전북,2020-04-02,0,7
충남,2020-04-02,2,95
충북,2020-04-02,0,23
강원,2020-04-02,1,23
경기,2020-04-02,17,181
세종,2020-04-02,0,12
울산,2020-04-02,1,21
대전,2020-04-02,0,18
광주,2020-04-02,1,14
인천,2020-04-02,4,20
대구,2020-04-02,21,4283
부산,2020-04-02,0,87
서울,2020-04-02,14,127
검역,2020-04-01,7,0
제주,2020-04-01,0,3
경남,2020-04-01,4,67
경북,2020-04-01,2,822
전남,2020-04-01,3,3
전북,2020-04-01,1,7
충남,2020-04-01,3,91
충북,2020-04-01,0,23
강원,2020-04-01,2,23
경기,2020-04-01,23,171
세종,2020-04-01,0,12
울산,2020-04-01,0,20
대전,2020-04-01,0,18
광주,2020-04-01,4,14
인천,2020-04-01,5,19
대구,2020-04-01,20,4070
부산,2020-04-01,3,87
서울,2020-04-01,24,117
검역,2020-03-31,15,0
제주,2020-03-31,0,3
경남,2020-03-31,1,67
경북,2020-03-31,2,808
전남,2020-03-31,0,3
전북,2020-03-31,0,7
충남,2020-03-31,1,90
충북,2020-03-31,0,22
강원,2020-03-31,0,23
경기,2020-03-31,13,166
세종,2020-03-31,0,12
울산,2020-03-31,0,19
대전,2020-03-31,2,18
광주,2020-03-31,0,14
인천,2020-03-31,6,16
대구,2020-03-31,60,3946
부산,2020-03-31,1,87
서울,2020-03-31,24,107
검역,2020-03-30,13,0
제주,2020-03-30,1,4
경남,2020-03-30,1,65
경북,2020-03-30,11,772
전남,2020-03-30,0,3
전북,2020-03-30,1,7
충남,2020-03-30,0,83
충북,2020-03-30,3,21
강원,2020-03-30,2,21
경기,2020-03-30,15,160
세종,2020-03-30,0,12
울산,2020-03-30,0,19
대전,2020-03-30,0,17
광주,2020-03-30,0,13
인천,2020-03-30,0,15
대구,2020-03-30,14,3837
부산,2020-03-30,1,87
서울,2020-03-30,16,92
검역,2020-03-29,21,0
제주,2020-03-29,0,4
경남,2020-03-29,3,64
경북,2020-03-29,2,732
전남,2020-03-29,1,3
전북,2020-03-29,2,7
충남,2020-03-29,1,83
충북,2020-03-29,0,21
강원,2020-03-29,2,21
경기,2020-03-29,15,144
세종,2020-03-29,2,11
울산,2020-03-29,0,19
대전,2020-03-29,3,14
광주,2020-03-29,0,11
인천,2020-03-29,7,15
대구,2020-03-29,23,3706
부산,2020-03-29,3,85
서울,2020-03-29,20,93
검역,2020-03-28,24,0
제주,2020-03-28,1,4
경남,2020-03-28,0,63
경북,2020-03-28,2,692
전남,2020-03-28,0,3
전북,2020-03-28,0,7
충남,2020-03-28,2,81
충북,2020-03-28,0,21
강원,2020-03-28,1,20
경기,2020-03-28,21,140
세종,2020-03-28,0,9
울산,2020-03-28,0,19
대전,2020-03-28,0,10
광주,2020-03-28,0,11
인천,2020-03-28,5,14
대구,2020-03-28,71,3543
부산,2020-03-28,1,81
서울,2020-03-28,18,93
검역,2020-03-27,13,0
제주,2020-03-27,1,4
경남,2020-03-27,1,62
경북,2020-03-27,9,650
전남,2020-03-27,0,3
전북,2020-03-27,0,7
충남,2020-03-27,0,78
충북,2020-03-27,2,17
강원,2020-03-27,0,20
경기,2020-03-27,11,131
세종,2020-03-27,0,9
울산,2020-03-27,2,20
대전,2020-03-27,1,9
광주,2020-03-27,1,11
인천,2020-03-27,3,13
대구,2020-03-27,34,3324
부산,2020-03-27,1,81
서울,2020-03-27,12,89
검역,2020-03-26,30,0
제주,2020-03-26,0,4
경남,2020-03-26,0,57
경북,2020-03-26,12,601
전남,2020-03-26,0,3
전북,2020-03-26,0,7
충남,2020-03-26,1,68
충북,2020-03-26,1,14
강원,2020-03-26,0,18
경기,2020-03-26,14,122
세종,2020-03-26,0,8
울산,2020-03-26,0,20
대전,2020-03-26,6,6
광주,2020-03-26,0,11
인천,2020-03-26,1,11
대구,2020-03-26,26,3039
부산,2020-03-26,0,75
서울,2020-03-26,13,80
검역,2020-03-25,34,0
제주,2020-03-25,2,4
경남,2020-03-25,0,51
경북,2020-03-25,5,538
전남,2020-03-25,2,3
전북,2020-03-25,0,7
충남,2020-03-25,3,65
충북,2020-03-25,0,13
강원,2020-03-25,1,15
경기,2020-03-25,21,100
세종,2020-03-25,2,3
울산,2020-03-25,1,19
대전,2020-03-25,0,6
광주,2020-03-25,0,11
인천,2020-03-25,1,10
대구,2020-03-25,14,2740
부산,2020-03-25,1,73
서울,2020-03-25,13,72
검역,2020-03-24,20,0
제주,2020-03-24,0,4
경남,2020-03-24,1,48
경북,2020-03-24,1,507
전남,2020-03-24,0,3
전북,2020-03-24,0,7
충남,2020-03-24,0,56
충북,2020-03-24,1,11
강원,2020-03-24,0,14
경기,2020-03-24,15,97
세종,2020-03-24,0,3
울산,2020-03-24,0,18
대전,2020-03-24,0,6
광주,2020-03-24,0,11
인천,2020-03-24,1,8
대구,2020-03-24,31,2571
부산,2020-03-24,2,71
서울,2020-03-24,4,72
검역,2020-03-23,13,0
제주,2020-03-23,0,3
경남,2020-03-23,1,45
경북,2020-03-23,2,469
전남,2020-03-23,0,3
전북,2020-03-23,0,7
충남,2020-03-23,0,44
충북,2020-03-23,2,9
강원,2020-03-23,0,14
경기,2020-03-23,14,88
세종,2020-03-23,1,3
울산,2020-03-23,0,17
대전,2020-03-23,0,6
광주,2020-03-23,0,10
인천,2020-03-23,0,8
대구,2020-03-23,24,2305
부산,2020-03-23,1,71
서울,2020-03-23,6,64
검역,2020-03-22,11,0
제주,2020-03-22,0,3
경남,2020-03-22,1,42
경북,2020-03-22,11,432
전남,2020-03-22,1,3
전북,2020-03-22,0,7
충남,2020-03-22,1,39
충북,2020-03-22,1,9
강원,2020-03-22,0,13
경기,2020-03-22,16,82
세종,2020-03-22,0,3
울산,2020-03-22,0,12
대전,2020-03-22,2,6
광주,2020-03-22,1,10
인천,2020-03-22,0,8
대구,2020-03-22,43,2107
부산,2020-03-22,0,69
서울,2020-03-22,10,64
검역,2020-03-21,6,0
제주,2020-03-21,0,2
경남,2020-03-21,0,40
경북,2020-03-21,40,395
전남,2020-03-21,0,3
전북,2020-03-21,0,7
충남,2020-03-21,0,39
충북,2020-03-21,1,8
강원,2020-03-21,0,12
경기,2020-03-21,12,79
세종,2020-03-21,0,2
울산,2020-03-21,0,11
대전,2020-03-21,0,5
광주,2020-03-21,0,10
인천,2020-03-21,4,7
대구,2020-03-21,69,1861
부산,2020-03-21,0,67
서울,2020-03-21,15,64
검역,2020-03-20,1,0
제주,2020-03-20,0,2
경남,2020-03-20,1,33
경북,2020-03-20,13,340
전남,2020-03-20,0,3
전북,2020-03-20,0,7
충남,2020-03-20,1,32
충북,2020-03-20,0,6
강원,2020-03-20,0,10
경기,2020-03-20,14,66
세종,2020-03-20,0,0
울산,2020-03-20,0,11
대전,2020-03-20,0,5
광주,2020-03-20,1,10
인천,2020-03-20,4,7
대구,2020-03-20,34,1577
부산,2020-03-20,1,60
서울,2020-03-20,17,64
검역,2020-03-19,5,0
제주,2020-03-19,0,2
경남,2020-03-19,0,29
경북,2020-03-19,12,275
전남,2020-03-19,0,3
전북,2020-03-19,1,5
충남,2020-03-19,0,31
충북,2020-03-19,1,5
강원,2020-03-19,0,9
경기,2020-03-19,18,64
세종,2020-03-19,0,0
울산,2020-03-19,6,9
대전,2020-03-19,0,4
광주,2020-03-19,0,7
인천,2020-03-19,0,6
대구,2020-03-19,97,1382
부산,2020-03-19,0,58
서울,2020-03-19,12,58
검역,2020-03-18,5,0
제주,2020-03-18,0,2
경남,2020-03-18,0,23
경북,2020-03-18,9,235
전남,2020-03-18,1,2
전북,2020-03-18,2,5
